Timestamp,A,B,C,D,E,F
2023-02-14 08:45:00,3144,8,637,631,167,4
2023-02-14 09:00:00,3343,7,630,715,150,10
2023-02-14 09:15:00,4769,9,646,786,171,2
2023-02-14 09:30:00,3647,7,728,592,177,8
2023-02-14 09:45:00,4710,11,637,735,173,4
2023-02-14 10:00:00,3790,8,725,848,178,10
2023-02-14 10:15:00,3343,9,696,759,163,1
2023-02-14 10:30:00,3662,8,645,816,174,3
2023-02-14 10:45:00,4289,8,788,630,186,1
2023-02-14 11:00:00,5002,6,664,916,177,5
2023-02-14 11:15:00,4315,8,640,748,177,6
2023-02-14 11:30:00,4955,6,710,743,201,2
2023-02-14 11:45:00,5023,8,755,635,182,4
2023-02-14 12:00:00,4466,7,782,712,204,3
2023-02-14 12:15:00,3968,10,629,438,210,7
2023-02-14 12:30:00,3843,7,702,788,207,9
2023-02-14 12:45:00,4978,8,607,359,184,8
2023-02-14 13:00:00,4593,9,660,290,176,7
2023-02-14 13:15:00,3941,9,687,542,195,9
2023-02-14 13:30:00,4643,9,801,370,189,3
2023-02-14 13:45:00,5132,9,846,227,160,2
2023-02-14 14:00:00,4455,8,796,524,162,4
2023-02-14 14:15:00,3824,6,937,527,166,9
2023-02-14 14:30:00,6247,10,733,594,167,2
2023-02-14 14:45:00,5307,10,1158,827,154,12
2023-02-14 15:00:00,6590,11,807,709,164,7
2023-02-14 15:15:00,5595,9,1326,1022,151,20
2023-02-14 15:30:00,5815,11,983,788,149,3
2023-02-14 15:45:00,6524,7,1371,1060,142,19
2023-02-14 16:00:00,9069,8,1128,1157,123,14
2023-02-14 16:15:00,7810,9,1067,1531,138,5
2023-02-14 16:30:00,9562,12,1043,1512,135,5
2023-02-14 16:45:00,8364,8,1376,1113,127,14
2023-02-14 17:00:00,9058,10,1141,1487,120,14
2023-02-14 17:15:00,8413,11,914,903,116,18
2023-02-14 17:30:00,8001,8,1118,1021,117,19
2023-02-14 17:45:00,6746,6,781,974,112,16
2023-02-14 18:00:00,4975,7,953,768,99,20
2023-02-14 18:15:00,4538,6,954,881,92,11
2023-02-14 18:30:00,3429,7,729,858,90,5
2023-02-14 18:45:00,4780,8,764,668,83,3
2023-02-14 19:00:00,4334,6,620,957,72,1
2023-02-14 19:15:00,4053,8,847,805,65,2
2023-02-14 19:30:00,2966,5,675,955,63,1
2023-02-14 19:45:00,3321,5,826,842,61,2
2023-02-14 20:00:00,2928,5,500,796,59,3
2023-02-14 20:15:00,2603,7,435,669,48,4
2023-02-14 20:30:00,3629,7,568,704,49,2
2023-02-14 20:45:00,2853,8,586,691,44,4
2023-02-14 21:00:00,3190,8,404,465,43,1
2023-02-14 21:15:00,2429,8,483,581,42,1
2023-02-14 21:30:00,2669,5,438,449,40,1
2023-02-14 21:45:00,2486,4,329,415,45,3
2023-02-14 22:00:00,2389,7,233,409,40,3
2023-02-14 22:15:00,1754,5,349,214,39,1
2023-02-14 22:30:00,1359,6,168,249,38,0
2023-02-14 22:45:00,1296,4,208,271,35,1
2023-02-14 23:00:00,1073,4,193,248,35,0
2023-02-14 23:15:00,713,5,93,100,31,1
2023-02-14 23:30:00,802,4,113,72,31,1
2023-02-14 23:45:00,498,5,73,78,30,0
2023-02-15 00:00:00,529,4,47,10,29,0
2023-02-15 00:15:00,418,5,50,18,31,0
2023-02-15 00:30:00,579,6,47,96,32,1
2023-02-15 00:45:00,803,4,61,27,29,0
2023-02-15 01:00:00,348,5,63,78,27,2
2023-02-15 01:15:00,715,5,67,61,28,1
2023-02-15 01:30:00,322,5,57,75,27,0
2023-02-15 01:45:00,312,5,55,92,28,1
2023-02-15 02:00:00,632,6,79,15,30,0
2023-02-15 02:15:00,513,5,38,30,28,0
2023-02-15 02:30:00,641,8,44,80,30,1
2023-02-15 02:45:00,562,8,38,47,27,1
2023-02-15 03:00:00,511,6,37,25,27,0
2023-02-15 03:15:00,289,6,87,12,28,0
2023-02-15 03:30:00,621,6,98,110,29,1
2023-02-15 03:45:00,540,7,157,106,30,0
2023-02-15 04:00:00,992,6,216,143,29,0
2023-02-15 04:15:00,1665,6,437,209,30,0
2023-02-15 04:30:00,2233,10,298,439,28,0
2023-02-15 04:45:00,3274,8,347,648,34,5
2023-02-15 05:00:00,4253,10,677,923,43,1
2023-02-15 05:15:00,5067,8,528,997,50,12
2023-02-15 05:30:00,6051,10,946,1120,53,2
2023-02-15 05:45:00,5708,8,1136,1224,66,25
2023-02-15 06:00:00,5320,8,937,878,77,11
2023-02-15 06:15:00,6065,10,891,1310,81,24
2023-02-15 06:30:00,5079,9,984,901,108,21
2023-02-15 06:45:00,6990,7,1091,749,111,8
2023-02-15 07:00:00,5324,11,884,864,125,19
2023-02-15 07:15:00,4937,9,926,911,139,8
2023-02-15 07:30:00,4809,7,892,695,137,12
2023-02-15 07:45:00,3969,10,742,689,144,2
2023-02-15 08:00:00,4993,8,811,794,142,6
2023-02-15 08:15:00,4186,10,905,496,146,4
2023-02-15 08:30:00,4270,12,827,573,152,7
2023-02-15 08:45:00,4252,10,738,809,161,1
2023-02-15 09:00:00,4137,10,703,801,164,2
2023-02-15 09:15:00,5002,7,640,436,154,7
2023-02-15 09:30:00,4899,8,731,701,175,1
2023-02-15 09:45:00,3541,10,742,494,161,2
2023-02-15 10:00:00,3962,7,627,797,179,6
2023-02-15 10:15:00,4969,11,657,669,169,9
2023-02-15 10:30:00,4635,10,691,839,189,1
2023-02-15 10:45:00,4387,7,788,588,182,9
2023-02-15 11:00:00,3435,8,734,902,170,7
2023-02-15 11:15:00,4666,8,737,644,198,7
2023-02-15 11:30:00,3449,6,796,830,182,3
2023-02-15 11:45:00,4291,9,661,735,196,7
2023-02-15 12:00:00,3947,6,635,868,210,1
2023-02-15 12:15:00,3859,6,644,740,203,5
2023-02-15 12:30:00,4877,9,651,532,203,2
2023-02-15 12:45:00,4118,10,743,443,202,5
2023-02-15 13:00:00,3424,9,630,267,184,1
2023-02-15 13:15:00,4518,8,621,308,169,5
2023-02-15 13:30:00,4107,6,684,424,189,1
2023-02-15 13:45:00,5136,10,714,368,170,9
2023-02-15 14:00:00,5549,7,896,439,173,12
2023-02-15 14:15:00,3723,10,1009,652,166,6
2023-02-15 14:30:00,6049,9,873,724,172,7
2023-02-15 14:45:00,6187,6,862,600,163,17
2023-02-15 15:00:00,5751,10,762,923,146,11
2023-02-15 15:15:00,7387,6,872,791,153,20
2023-02-15 15:30:00,7508,6,983,759,139,24
2023-02-15 15:45:00,7722,10,1037,1226,138,22
2023-02-15 16:00:00,7740,12,1198,1264,124,17
2023-02-15 16:15:00,6549,6,1193,1232,129,17
2023-02-15 16:30:00,9020,8,972,1283,119,27
2023-02-15 16:45:00,9424,9,1381,1190,113,24
2023-02-15 17:00:00,7713,6,1158,1143,128,7
2023-02-15 17:15:00,6619,10,916,1313,102,25
2023-02-15 17:30:00,7045,7,777,1356,112,13
2023-02-15 17:45:00,6637,6,1143,1013,95,7
2023-02-15 18:00:00,4130,8,1086,1277,95,7
2023-02-15 18:15:00,3955,6,970,762,84,5
2023-02-15 18:30:00,3464,10,957,816,93,3
2023-02-15 18:45:00,3504,9,831,1024,76,5
2023-02-15 19:00:00,3949,7,774,886,80,8
2023-02-15 19:15:00,3426,9,525,822,79,1
2023-02-15 19:30:00,3352,5,708,886,69,5
2023-02-15 19:45:00,3392,9,469,807,59,1
2023-02-15 20:00:00,2666,5,470,696,58,3
2023-02-15 20:15:00,3641,7,545,654,46,3
2023-02-15 20:30:00,2411,7,632,505,51,2
2023-02-15 20:45:00,2483,6,472,709,47,2
2023-02-15 21:00:00,2468,6,446,579,46,4
2023-02-15 21:15:00,2173,5,531,415,41,3
2023-02-15 21:30:00,2824,5,423,303,44,2
2023-02-15 21:45:00,2641,7,418,328,37,2
2023-02-15 22:00:00,1570,7,304,342,40,3
2023-02-15 22:15:00,2146,6,294,398,36,1
2023-02-15 22:30:00,1222,6,164,214,37,1
2023-02-15 22:45:00,1320,5,205,221,35,2
2023-02-15 23:00:00,983,6,131,125,30,1
2023-02-15 23:15:00,939,5,155,138,34,0
2023-02-15 23:30:00,480,4,119,95,29,0
2023-02-15 23:45:00,637,5,46,10,27,0
2023-02-16 00:00:00,397,4,38,26,31,0
2023-02-16 00:15:00,574,6,58,53,27,0
2023-02-16 00:30:00,561,4,59,7,29,0
2023-02-16 00:45:00,337,6,43,81,30,2
2023-02-16 01:00:00,400,6,30,21,27,0
2023-02-16 01:15:00,512,7,28,43,31,0
2023-02-16 01:30:00,445,5,79,26,28,1
2023-02-16 01:45:00,589,7,40,71,27,0
2023-02-16 02:00:00,522,6,78,21,29,1
2023-02-16 02:15:00,705,7,46,4,27,0
2023-02-16 02:30:00,712,8,43,19,31,1
2023-02-16 02:45:00,487,5,47,76,31,0
2023-02-16 03:00:00,364,7,34,9,29,0
2023-02-16 03:15:00,614,6,108,-11,32,2
2023-02-16 03:30:00,409,6,86,29,27,1
2023-02-16 03:45:00,542,9,151,142,31,0
2023-02-16 04:00:00,651,8,221,232,31,1
2023-02-16 04:15:00,1401,7,493,250,26,0
2023-02-16 04:30:00,2262,7,371,435,29,2
2023-02-16 04:45:00,2579,10,621,668,32,8
2023-02-16 05:00:00,4295,10,434,599,41,8
2023-02-16 05:15:00,5098,8,466,887,53,5
2023-02-16 05:30:00,5638,7,690,1019,54,12
2023-02-16 05:45:00,6325,9,922,988,71,5
2023-02-16 06:00:00,7703,7,1122,1227,75,4
2023-02-16 06:15:00,8480,11,1140,1120,91,15
2023-02-16 06:30:00,5572,10,1116,1123,100,5
2023-02-16 06:45:00,5740,10,1186,1045,108,12
2023-02-16 07:00:00,4374,11,644,1130,128,10
2023-02-16 07:15:00,5723,11,656,648,135,9
2023-02-16 07:30:00,3721,11,838,1003,154,6
2023-02-16 07:45:00,5366,10,1000,881,154,8
2023-02-16 08:00:00,4109,8,667,466,149,9
2023-02-16 08:15:00,4916,8,902,372,151,6
2023-02-16 08:30:00,3752,12,729,600,166,5
2023-02-16 08:45:00,4775,7,821,763,149,10
2023-02-16 09:00:00,4988,12,611,388,156,3
2023-02-16 09:15:00,3499,11,782,419,165,8
2023-02-16 09:30:00,3408,11,781,780,167,3
2023-02-16 09:45:00,4400,8,615,607,167,6
2023-02-16 10:00:00,3974,9,752,811,160,3
2023-02-16 10:15:00,4947,9,733,687,183,6
2023-02-16 10:30:00,3855,10,655,607,173,4
2023-02-16 10:45:00,3348,9,709,955,187,3
2023-02-16 11:00:00,4586,9,696,584,177,7
2023-02-16 11:15:00,4685,8,755,773,200,8
2023-02-16 11:30:00,4767,10,683,710,190,3
2023-02-16 11:45:00,4502,10,680,871,200,11
2023-02-16 12:00:00,4936,8,720,618,209,9
2023-02-16 12:15:00,4123,10,640,438,197,5
2023-02-16 12:30:00,4300,9,769,740,197,3
2023-02-16 12:45:00,5137,8,659,588,189,10
2023-02-16 13:00:00,4183,8,611,445,183,8
2023-02-16 13:15:00,4242,8,612,550,192,2
2023-02-16 13:30:00,3568,8,784,658,171,6
2023-02-16 13:45:00,5174,6,667,669,163,7
2023-02-16 14:00:00,4906,10,689,731,166,0
2023-02-16 14:15:00,5790,8,826,465,157,17
2023-02-16 14:30:00,5103,8,1018,814,152,18
2023-02-16 14:45:00,5159,7,889,962,147,19
2023-02-16 15:00:00,6223,8,811,963,154,9
2023-02-16 15:15:00,6107,7,1171,1082,139,10
2023-02-16 15:30:00,6669,11,1330,907,142,29
2023-02-16 15:45:00,7971,12,1233,1086,136,29
2023-02-16 16:00:00,8505,6,1327,935,128,17
2023-02-16 16:15:00,8729,7,1276,1255,125,10
2023-02-16 16:30:00,7067,8,989,1186,122,28
2023-02-16 16:45:00,7650,8,1162,1307,131,35
2023-02-16 17:00:00,7494,6,919,999,110,2
2023-02-16 17:15:00,6992,7,1265,918,117,7
2023-02-16 17:30:00,7106,11,1072,980,116,22
2023-02-16 17:45:00,7077,11,944,1197,108,20
2023-02-16 18:00:00,6107,6,969,833,100,1
2023-02-16 18:15:00,4966,7,1118,1254,91,8
2023-02-16 18:30:00,3673,7,884,767,91,4
2023-02-16 18:45:00,3970,8,586,1122,80,5
2023-02-16 19:00:00,3496,7,584,897,82,5
2023-02-16 19:15:00,3394,5,686,850,66,6
2023-02-16 19:30:00,3082,6,741,870,71,1
2023-02-16 19:45:00,3505,6,469,803,59,2
2023-02-16 20:00:00,2637,8,697,766,53,2
2023-02-16 20:15:00,3680,9,521,785,48,4
2023-02-16 20:30:00,2584,5,602,430,49,3
2023-02-16 20:45:00,3029,6,583,626,51,1
2023-02-16 21:00:00,3298,8,437,428,47,4
2023-02-16 21:15:00,2374,7,391,478,41,2
2023-02-16 21:30:00,2147,8,317,572,46,2
2023-02-16 21:45:00,2041,6,448,289,41,3
2023-02-16 22:00:00,1863,4,255,241,38,3
2023-02-16 22:15:00,2013,5,341,201,37,1
2023-02-16 22:30:00,1682,6,252,230,34,2
2023-02-16 22:45:00,1095,4,262,200,34,1
2023-02-16 23:00:00,1427,5,188,106,31,0
2023-02-16 23:15:00,1201,5,165,198,35,0
2023-02-16 23:30:00,954,6,77,48,29,1
2023-02-16 23:45:00,734,3,39,71,28,0
2023-02-17 00:00:00,373,5,56,94,29,0
2023-02-17 00:15:00,283,5,87,48,29,1
2023-02-17 00:30:00,580,6,40,102,27,1
2023-02-17 00:45:00,758,6,36,28,28,0
2023-02-17 01:00:00,350,6,27,58,32,1
2023-02-17 01:15:00,324,6,49,10,32,0
2023-02-17 01:30:00,637,6,49,95,27,1
2023-02-17 01:45:00,437,5,37,37,28,0
2023-02-17 02:00:00,631,7,32,103,28,1
2023-02-17 02:15:00,725,6,26,63,30,2
2023-02-17 02:30:00,866,5,20,-4,29,2
2023-02-17 02:45:00,728,5,39,10,27,1
2023-02-17 03:00:00,704,6,47,27,28,2
2023-02-17 03:15:00,417,7,72,79,29,1
2023-02-17 03:30:00,411,8,88,75,32,1
2023-02-17 03:45:00,727,7,127,101,30,1
2023-02-17 04:00:00,734,8,243,135,30,2
2023-02-17 04:15:00,1469,9,300,271,26,2
2023-02-17 04:30:00,1832,9,293,373,32,4
2023-02-17 04:45:00,2413,10,587,493,33,7
2023-02-17 05:00:00,4927,10,661,774,40,13
2023-02-17 05:15:00,4599,9,514,1070,48,19
2023-02-17 05:30:00,6924,8,980,794,59,14
2023-02-17 05:45:00,5665,10,720,892,62,0
2023-02-17 06:00:00,5664,9,980,1280,73,23
2023-02-17 06:15:00,5743,11,949,1069,82,24
2023-02-17 06:30:00,8295,11,1148,807,109,27
2023-02-17 06:45:00,5204,9,1172,725,115,2
2023-02-17 07:00:00,6907,7,1017,683,129,2
2023-02-17 07:15:00,4710,7,1110,682,131,5
2023-02-17 07:30:00,5070,9,910,666,132,5
2023-02-17 07:45:00,4001,8,842,644,142,8
2023-02-17 08:00:00,4178,8,930,508,147,6
2023-02-17 08:15:00,4403,12,715,794,168,2
2023-02-17 08:30:00,4447,12,760,733,157,8
2023-02-17 08:45:00,4202,11,777,333,150,9
2023-02-17 09:00:00,3484,12,691,391,170,7
2023-02-17 09:15:00,3409,8,718,386,180,7
2023-02-17 09:30:00,4562,10,783,726,170,7
2023-02-17 09:45:00,3242,7,627,583,185,1
2023-02-17 10:00:00,4209,10,672,648,187,10
2023-02-17 10:15:00,3851,6,657,819,165,6
2023-02-17 10:30:00,4974,7,641,889,189,8
2023-02-17 10:45:00,4333,11,801,857,182,2
2023-02-17 11:00:00,4124,7,785,752,179,9
2023-02-17 11:15:00,3758,6,707,805,176,5
2023-02-17 11:30:00,3861,10,604,576,194,8
2023-02-17 11:45:00,3577,6,666,848,190,9
2023-02-17 12:00:00,4848,6,658,458,201,1
2023-02-17 12:15:00,3788,9,786,577,208,9
2023-02-17 12:30:00,4299,6,656,737,207,2
2023-02-17 12:45:00,3708,9,600,624,203,4
2023-02-17 13:00:00,3229,7,641,501,182,6
2023-02-17 13:15:00,5042,9,648,467,178,11
2023-02-17 13:30:00,4151,11,782,559,185,3
2023-02-17 13:45:00,3773,8,660,683,172,6
2023-02-17 14:00:00,4273,8,703,696,161,12
2023-02-17 14:15:00,4487,11,1008,425,174,17
2023-02-17 14:30:00,4860,10,813,846,161,5
2023-02-17 14:45:00,4638,8,970,625,166,3
2023-02-17 15:00:00,5993,8,1161,748,151,15
2023-02-17 15:15:00,6433,7,941,1126,153,7
2023-02-17 15:30:00,6022,6,996,1089,144,2
2023-02-17 15:45:00,7692,11,928,1254,127,27
2023-02-17 16:00:00,6886,8,1266,968,146,12
2023-02-17 16:15:00,8920,8,823,1185,119,18
2023-02-17 16:30:00,8604,12,846,1431,136,31
2023-02-17 16:45:00,6637,12,1298,948,111,3
2023-02-17 17:00:00,6709,8,1060,1179,127,31
2023-02-17 17:15:00,7602,9,848,1331,122,23
2023-02-17 17:30:00,5938,9,977,873,119,23
2023-02-17 17:45:00,5626,10,1084,972,95,9
2023-02-17 18:00:00,4908,7,689,863,100,13
2023-02-17 18:15:00,5321,8,1081,1122,95,6
2023-02-17 18:30:00,4875,8,947,1041,86,13
2023-02-17 18:45:00,3650,9,570,980,91,9
2023-02-17 19:00:00,3313,5,707,973,79,9
2023-02-17 19:15:00,4092,10,887,716,69,1
2023-02-17 19:30:00,4370,9,796,797,66,5
2023-02-17 19:45:00,3706,8,693,619,55,1
2023-02-17 20:00:00,3971,6,673,562,58,1
2023-02-17 20:15:00,2998,9,539,754,50,2
2023-02-17 20:30:00,2728,5,575,691,50,4
2023-02-17 20:45:00,2721,5,576,582,49,1
2023-02-17 21:00:00,2344,5,511,680,40,2
2023-02-17 21:15:00,2599,4,529,420,47,1
2023-02-17 21:30:00,2439,8,367,479,39,3
2023-02-17 21:45:00,2562,4,261,426,40,3
2023-02-17 22:00:00,1962,4,376,339,41,1
2023-02-17 22:15:00,1372,5,337,320,37,2
2023-02-17 22:30:00,1763,7,213,356,35,2
2023-02-17 22:45:00,1068,4,140,261,37,2
2023-02-17 23:00:00,1389,5,137,160,34,0
2023-02-17 23:15:00,1106,4,102,145,32,0
2023-02-17 23:30:00,463,6,101,85,31,1
2023-02-17 23:45:00,784,5,60,16,28,0
2023-02-18 00:00:00,366,6,29,34,27,0
2023-02-18 00:15:00,527,4,88,98,32,1
2023-02-18 00:30:00,358,6,67,117,29,1
2023-02-18 00:45:00,746,6,121,107,29,1
2023-02-18 01:00:00,615,4,65,117,29,1
2023-02-18 01:15:00,557,4,146,140,30,2
2023-02-18 01:30:00,596,5,100,182,30,1
2023-02-18 01:45:00,345,6,136,86,31,0
2023-02-18 02:00:00,473,6,116,259,28,2
2023-02-18 02:15:00,338,5,151,149,29,0
2023-02-18 02:30:00,778,6,190,314,29,1
2023-02-18 02:45:00,733,5,229,253,31,1
2023-02-18 03:00:00,352,4,279,171,27,0
2023-02-18 03:15:00,625,6,267,183,32,3
2023-02-18 03:30:00,730,4,291,380,31,2
2023-02-18 03:45:00,419,5,307,430,30,3
2023-02-18 04:00:00,499,7,249,463,28,1
2023-02-18 04:15:00,595,5,277,267,32,2
2023-02-18 04:30:00,598,4,260,435,31,1
2023-02-18 04:45:00,1035,6,361,408,28,2
2023-02-18 05:00:00,710,5,262,341,34,2
2023-02-18 05:15:00,866,7,424,368,33,2
2023-02-18 05:30:00,1452,6,404,301,42,1
2023-02-18 05:45:00,1346,4,441,321,39,1
2023-02-18 06:00:00,1262,7,340,502,48,3
2023-02-18 06:15:00,1903,5,480,534,50,1
2023-02-18 06:30:00,1627,4,478,491,57,4
2023-02-18 06:45:00,2203,5,548,635,56,1
2023-02-18 07:00:00,1598,7,379,761,60,5
2023-02-18 07:15:00,2119,5,401,642,61,4
2023-02-18 07:30:00,2116,5,519,507,69,7
2023-02-18 07:45:00,2892,4,450,533,70,5
2023-02-18 08:00:00,2653,8,606,756,69,8
2023-02-18 08:15:00,3478,8,600,557,72,9
2023-02-18 08:30:00,2925,7,654,468,76,9
2023-02-18 08:45:00,3781,4,554,443,80,9
2023-02-18 09:00:00,3858,8,484,662,73,9
2023-02-18 09:15:00,2615,7,648,463,81,10
2023-02-18 09:30:00,4109,8,394,611,74,13
2023-02-18 09:45:00,3430,4,582,619,77,5
2023-02-18 10:00:00,4586,8,623,1028,83,13
2023-02-18 10:15:00,3697,5,647,839,85,1
2023-02-18 10:30:00,3750,5,442,549,85,8
2023-02-18 10:45:00,4126,6,600,567,87,9
2023-02-18 11:00:00,3463,6,564,640,91,10
2023-02-18 11:15:00,3296,7,488,975,88,10
2023-02-18 11:30:00,4182,6,742,743,98,4
2023-02-18 11:45:00,2819,5,508,752,92,1
2023-02-18 12:00:00,3430,6,433,756,91,2
2023-02-18 12:15:00,2841,7,443,901,93,1
2023-02-18 12:30:00,3515,7,615,505,95,2
2023-02-18 12:45:00,2950,9,638,945,104,5
2023-02-18 13:00:00,3000,6,586,746,89,3
2023-02-18 13:15:00,2882,9,720,509,98,4
2023-02-18 13:30:00,3329,6,706,606,87,4
2023-02-18 13:45:00,3219,5,562,653,79,1
2023-02-18 14:00:00,4202,6,579,468,84,4
2023-02-18 14:15:00,2627,8,792,579,79,2
2023-02-18 14:30:00,4083,10,583,709,73,6
2023-02-18 14:45:00,3511,5,487,692,71,3
2023-02-18 15:00:00,4188,8,774,740,76,1
2023-02-18 15:15:00,4219,6,640,660,78,4
2023-02-18 15:30:00,4640,10,458,907,70,6
2023-02-18 15:45:00,3036,7,780,786,74,1
2023-02-18 16:00:00,3626,5,670,544,73,10
2023-02-18 16:15:00,4017,8,577,668,69,4
2023-02-18 16:30:00,4594,7,715,1052,62,3
2023-02-18 16:45:00,3464,8,471,879,54,4
2023-02-18 17:00:00,3451,5,771,898,58,7
2023-02-18 17:15:00,4279,6,600,711,62,8
2023-02-18 17:30:00,3991,9,586,1299,59,4
2023-02-18 17:45:00,4376,8,457,1244,52,5
2023-02-18 18:00:00,4590,9,755,1014,49,2
2023-02-18 18:15:00,4517,5,691,847,52,4
2023-02-18 18:30:00,4392,9,423,634,51,2
2023-02-18 18:45:00,4283,7,667,742,51,7
2023-02-18 19:00:00,4529,5,407,537,46,5
2023-02-18 19:15:00,4298,7,393,815,41,5
2023-02-18 19:30:00,3989,5,452,889,47,1
2023-02-18 19:45:00,3742,8,389,705,42,5
2023-02-18 20:00:00,2743,8,534,609,42,3
2023-02-18 20:15:00,2763,4,534,370,37,3
2023-02-18 20:30:00,3178,4,287,585,39,3
2023-02-18 20:45:00,3379,6,291,492,36,4
2023-02-18 21:00:00,2897,6,375,598,34,1
2023-02-18 21:15:00,2509,6,236,487,39,2
2023-02-18 21:30:00,2082,7,339,469,34,3
2023-02-18 21:45:00,2466,4,203,441,35,2
2023-02-18 22:00:00,2090,5,298,321,37,2
2023-02-18 22:15:00,2060,6,153,296,37,2
2023-02-18 22:30:00,1308,5,176,136,36,0
2023-02-18 22:45:00,1533,5,194,150,30,1
2023-02-18 23:00:00,1073,5,149,126,32,2
2023-02-18 23:15:00,652,4,112,186,34,0
2023-02-18 23:30:00,910,5,78,133,29,0
2023-02-18 23:45:00,192,5,53,91,32,0
2023-02-19 00:00:00,518,5,29,12,29,0
2023-02-19 00:15:00,532,6,40,21,27,1
2023-02-19 00:30:00,483,4,65,95,30,1
2023-02-19 00:45:00,618,4,76,70,29,0
2023-02-19 01:00:00,729,5,98,134,30,1
2023-02-19 01:15:00,594,6,111,107,32,0
2023-02-19 01:30:00,445,5,134,223,27,2
2023-02-19 01:45:00,461,4,182,118,28,1
2023-02-19 02:00:00,676,6,205,147,31,0
2023-02-19 02:15:00,469,5,155,229,30,1
2023-02-19 02:30:00,370,4,237,304,31,0
2023-02-19 02:45:00,651,5,201,218,27,2
2023-02-19 03:00:00,507,4,166,199,31,1
2023-02-19 03:15:00,314,6,266,223,32,1
2023-02-19 03:30:00,633,5,216,253,30,1
2023-02-19 03:45:00,794,7,197,238,28,2
2023-02-19 04:00:00,575,4,191,472,30,2
2023-02-19 04:15:00,429,4,353,388,28,1
2023-02-19 04:30:00,651,5,275,451,31,1
2023-02-19 04:45:00,751,5,328,396,32,2
2023-02-19 05:00:00,1260,4,381,389,35,1
2023-02-19 05:15:00,1175,4,385,433,33,3
2023-02-19 05:30:00,1748,5,395,603,40,1
2023-02-19 05:45:00,1087,4,270,643,41,1
2023-02-19 06:00:00,1958,6,319,599,45,2
2023-02-19 06:15:00,1304,4,463,362,52,3
2023-02-19 06:30:00,1922,4,340,659,56,1
2023-02-19 06:45:00,1592,5,474,637,60,1
2023-02-19 07:00:00,2161,6,446,713,60,5
2023-02-19 07:15:00,1915,4,557,646,67,3
2023-02-19 07:30:00,2034,4,598,747,68,7
2023-02-19 07:45:00,2145,8,477,473,73,3
2023-02-19 08:00:00,2405,6,547,621,67,7
2023-02-19 08:15:00,2633,6,387,582,76,8
2023-02-19 08:30:00,3178,8,507,636,74,10
2023-02-19 08:45:00,3591,4,407,460,72,10
2023-02-19 09:00:00,2945,6,603,696,73,6
2023-02-19 09:15:00,3156,6,515,662,77,1
2023-02-19 09:30:00,3598,5,400,483,78,10
2023-02-19 09:45:00,2937,6,420,645,81,13
2023-02-19 10:00:00,2866,7,556,485,83,3
2023-02-19 10:15:00,4596,8,718,642,79,4
2023-02-19 10:30:00,3228,4,690,1017,82,8
2023-02-19 10:45:00,3323,7,448,976,81,10
2023-02-19 11:00:00,2974,8,469,571,99,3
2023-02-19 11:15:00,4748,8,445,786,91,11
2023-02-19 11:30:00,3613,5,669,1031,101,6
2023-02-19 11:45:00,3296,9,576,563,95,8
2023-02-19 12:00:00,4580,6,630,742,98,2
2023-02-19 12:15:00,3267,6,565,625,91,2
2023-02-19 12:30:00,4001,8,549,658,90,6
2023-02-19 12:45:00,2847,5,584,480,94,4
2023-02-19 13:00:00,3557,5,804,627,84,5
2023-02-19 13:15:00,3622,6,748,650,86,5
2023-02-19 13:30:00,4242,7,779,626,80,4
2023-02-19 13:45:00,1953,9,815,517,83,1
2023-02-19 14:00:00,4126,6,728,495,80,1
2023-02-19 14:15:00,3987,9,482,451,88,2
2023-02-19 14:30:00,2901,5,769,620,76,6
2023-02-19 14:45:00,3009,9,739,412,71,7
2023-02-19 15:00:00,3487,9,806,604,70,3
2023-02-19 15:15:00,3407,9,729,516,80,5
2023-02-19 15:30:00,3271,9,820,900,64,7
2023-02-19 15:45:00,4348,10,537,814,67,6
2023-02-19 16:00:00,3049,6,675,574,60,8
2023-02-19 16:15:00,5024,8,629,699,62,4
2023-02-19 16:30:00,5008,6,676,911,58,0
2023-02-19 16:45:00,3391,5,492,1050,61,12
2023-02-19 17:00:00,3360,9,716,682,62,4
2023-02-19 17:15:00,3635,6,665,1151,62,12
2023-02-19 17:30:00,5062,5,463,964,55,12
2023-02-19 17:45:00,5261,7,858,1215,54,9
2023-02-19 18:00:00,4572,5,582,718,55,7
2023-02-19 18:15:00,5442,6,392,632,50,9
2023-02-19 18:30:00,3957,7,522,872,43,5
2023-02-19 18:45:00,4404,6,719,832,45,7
2023-02-19 19:00:00,3419,5,346,719,45,2
2023-02-19 19:15:00,4200,5,550,616,48,1
2023-02-19 19:30:00,3431,7,558,519,42,3
2023-02-19 19:45:00,3320,5,611,639,44,1
2023-02-19 20:00:00,2945,6,389,418,37,2
2023-02-19 20:15:00,3597,4,333,382,40,3
2023-02-19 20:30:00,2967,6,278,685,36,2
2023-02-19 20:45:00,2804,6,332,500,36,3
2023-02-19 21:00:00,3046,7,296,617,39,4
2023-02-19 21:15:00,2717,5,209,307,39,2
2023-02-19 21:30:00,2512,4,273,360,36,2
2023-02-19 21:45:00,2344,4,301,222,38,2
2023-02-19 22:00:00,1696,7,304,279,32,3
2023-02-19 22:15:00,1727,4,154,346,31,1
2023-02-19 22:30:00,1576,6,194,175,31,2
2023-02-19 22:45:00,1232,6,161,144,35,2
